SMILES,CAS_RN,DTXSID,FRAGMENTS,All,chlorinated,frag_list,n_fragments
C1=CC(=CC=C1/C=N/NC(=N)N/N=C/C2=CC=C(C=C2)Cl)Cl,CAS_RN: 25875-51-8,,334.0621:155.0363:336.0594|138.0097:155.0362:178.0162|138.0102:155.037:178.0167|138.0097:123.9948:195.0441,0,1,"[123.9948, 138.0097, 138.0102, 155.0362, 155.0363, 155.037, 178.0162, 178.0167, 195.0441, 334.0621, 336.0594]",11
CC(C)(C)NCC(c1cc(c(c(c1)Cl)N)Cl)O,CAS_RN: 50499-60-0,DTXSID7022833,203.0147:205.0116:132.0684;259.0761:203.0136:277.0867|203.0135:259.0762:57.0698|203.0136:132.0681:168.0448|132.0681:168.0448:167.037|132.0681:168.0447:167.037|132.0682:168.0448:140.0261|140.0261:132.0682:104.0494|104.0494:140.0261:131.0604|104.0494:95.0491:89.0386,0,1,"[57.0698, 89.0386, 95.0491, 104.0494, 131.0604, 132.0681, 132.0682, 132.0684, 140.0261, 167.037, 168.0447, 168.0448, 203.0135, 203.0136, 203.0147, 205.0116, 259.0761, 259.0762, 277.0867]",19
CC(C)(C)NCC(c1ccc(c(c1)CO)O)O,CAS_RN: 18559-94-9,DTXSID5021255,222.1487:240.1592:166.0856|148.0763:166.0876:149.0794;222.1493:166.0865:148.0757|240.1596:222.149:148.0756|148.0759:222.1491:166.0864|148.0758:166.0864:222.1494|148.0758:121.0649:130.0652|148.0757:121.0648:130.0651|121.0649:91.0543:130.0652|240.1597:222.1491:148.0757|148.0758:222.149:166.0864|148.0758:166.0863:222.149|148.0758:121.0648:130.0652|148.0758:121.0649:130.0652|121.0648:91.0542:148.0757|222.149:166.0863:148.0757,0,0,"[91.0542, 91.0543, 121.0648, 121.0649, 130.0651, 130.0652, 148.0756, 148.0757, 148.0758, 148.0759, 148.0763, 149.0794, 166.0856, 166.0863, 166.0864, 166.0865, 166.0876, 222.1487, 222.149, 222.1491, 222.1493, 222.1494, 240.1592, 240.1596, 240.1597]",25
CC(C)(C)NCC(c1ccc(c(c1)CO)O)O,CAS_RN: 35763-26-9,DTXSID5021255,222.1487:240.1592:166.0856|148.0763:166.0876:149.0794;222.1493:166.0865:148.0757|240.1596:222.149:148.0756|148.0759:222.1491:166.0864|148.0758:166.0864:222.1494|148.0758:121.0649:130.0652|148.0757:121.0648:130.0651|121.0649:91.0543:130.0652|240.1597:222.1491:148.0757|148.0758:222.149:166.0864|148.0758:166.0863:222.149|148.0758:121.0648:130.0652|148.0758:121.0649:130.0652|121.0648:91.0542:148.0757|222.149:166.0863:148.0757,0,0,"[91.0542, 91.0543, 121.0648, 121.0649, 130.0651, 130.0652, 148.0756, 148.0757, 148.0758, 148.0759, 148.0763, 149.0794, 166.0856, 166.0863, 166.0864, 166.0865, 166.0876, 222.1487, 222.149, 222.1491, 222.1493, 222.1494, 240.1592, 240.1596, 240.1597]",25
CC(C)(C)NCC(c1cc(cc(c1)O)O)O,CAS_RN: 23031-25-6,DTXSID7021310,226.1439:152.0703:227.1481|152.0701:153.0725:125.0587|152.0702:125.0596:135.0437,0,0,"[125.0587, 125.0596, 135.0437, 152.0701, 152.0702, 152.0703, 153.0725, 226.1439, 227.1481]",9
CC(C)(C)NCC(c1cc(c(c(c1)Cl)N)C(F)(F)F)O,CAS_RN: 56341-08-3,DTXSID3048283,237.0415:217.0347:239.0386|202.0713:217.0339:181.057|202.0707:182.0642:190.0223,0,1,"[181.057, 182.0642, 190.0223, 202.0707, 202.0713, 217.0339, 217.0347, 237.0415, 239.0386]",9
CC(C)(C)NCC(c1cc(c(c(c1)Cl)N)C(F)(F)F)O,CAS_RN: 56341-08-3,DTXSID3048283,237.0415:217.0347:239.0386|202.0713:217.0339:181.057|202.0707:182.0642:190.0223,0,1,"[181.057, 182.0642, 190.0223, 202.0707, 202.0713, 217.0339, 217.0347, 237.0415, 239.0386]",9
CC(CCc1ccc(cc1)O)NCC(c2ccc(cc2)O)O,CAS_RN: 97825-25-7,DTXSID7048378,164.1076:107.051:121.0653,0,0,"[107.051, 121.0653, 164.1076]",3
CC(C)NCC(COc1ccc(cc1)CC(=O)N)O,CAS_RN: 29122-68-7,DTXSID2022628,267.1709:74.0597:190.0866|267.1703:190.0857:225.123|145.0637:190.0853:178.0853|145.0638:146.067:134.0593|145.0636:117.0685:134.0599;225.1234:190.0863:208.0968|267.1704|267.1705:225.1229:190.086|267.1703:190.0862:145.0648|145.0647:74.06:190.086|145.0647:133.0648:74.06|145.0647:133.0648:107.0491|267.1703|267.1706:225.1234:190.0862|267.1704:190.0862:145.0648|145.0648:74.06:190.0862|145.0647:133.0647:74.06|145.0647:133.0647:107.0491|225.1234:190.0863:208.0968;267.1709:190.0864:225.1237|267.1709:74.0603:190.0865|56.0495:145.0648:74.0603;145.0649:190.0865:74.06|145.0649:133.0649:74.0601|190.0866:225.1238:208.0972|190.0865:225.1237:208.0972,0,0,"[56.0495, 74.0597, 74.06, 74.0601, 74.0603, 107.0491, 117.0685, 133.0647, 133.0648, 133.0649, 134.0593, 134.0599, 145.0636, 145.0637, 145.0638, 145.0647, 145.0648, 145.0649, 146.067, 178.0853, 190.0853, 190.0857, 190.086, 190.0862, 190.0863, 190.0864, 190.0865, 190.0866, 208.0968, 208.0972, 225.1229, 225.123, 225.1234, 225.1237, 225.1238, 267.1703, 267.1704, 267.1705, 267.1706, 267.1709]",40
CC(C)NCC(COc1ccc(cc1)CC(=O)N)O,CAS_RN: 29122-68-7,DTXSID2022628,267.1709:74.0597:190.0866|267.1703:190.0857:225.123|145.0637:190.0853:178.0853|145.0638:146.067:134.0593|145.0636:117.0685:134.0599;225.1234:190.0863:208.0968|267.1704|267.1705:225.1229:190.086|267.1703:190.0862:145.0648|145.0647:74.06:190.086|145.0647:133.0648:74.06|145.0647:133.0648:107.0491|267.1703|267.1706:225.1234:190.0862|267.1704:190.0862:145.0648|145.0648:74.06:190.0862|145.0647:133.0647:74.06|145.0647:133.0647:107.0491|225.1234:190.0863:208.0968;267.1709:190.0864:225.1237|267.1709:74.0603:190.0865|56.0495:145.0648:74.0603;145.0649:190.0865:74.06|145.0649:133.0649:74.0601|190.0866:225.1238:208.0972|190.0865:225.1237:208.0972,0,0,"[56.0495, 74.0597, 74.06, 74.0601, 74.0603, 107.0491, 117.0685, 133.0647, 133.0648, 133.0649, 134.0593, 134.0599, 145.0636, 145.0637, 145.0638, 145.0647, 145.0648, 145.0649, 146.067, 178.0853, 190.0853, 190.0857, 190.086, 190.0862, 190.0863, 190.0864, 190.0865, 190.0866, 208.0968, 208.0972, 225.1229, 225.123, 225.1234, 225.1237, 225.1238, 267.1703, 267.1704, 267.1705, 267.1706, 267.1709]",40
CC(C)NCC(COc1ccc(cc1)CCOC)O,CAS_RN: 37350-58-6,DTXSID2023309,268.1923:74.0597:72.0804;191.1067:116.107:218.1538|268.191|268.1904:116.107:191.1069|268.1904:116.107:74.0601|133.0647:74.06:121.0647|133.0649:121.0648:74.06|103.0542:105.0698:121.0647|268.1909|268.191:116.107:191.1066|268.1908:116.1071:74.0601|133.0648:74.0601:121.0648|133.0648:121.0648:105.0699|103.0542:105.0699:91.0542|191.1067:116.107:218.1539;268.1912:116.107:72.0807|268.1911:74.0602:72.0808|56.0495:74.0602:103.0543;133.0649:116.1071:121.0649|103.0543:105.0699:121.0648|268.1911:191.1069:116.1071|191.1069:116.1071:159.0806,0,0,"[56.0495, 72.0804, 72.0807, 72.0808, 74.0597, 74.06, 74.0601, 74.0602, 91.0542, 103.0542, 103.0543, 105.0698, 105.0699, 116.107, 116.1071, 121.0647, 121.0648, 121.0649, 133.0647, 133.0648, 133.0649, 159.0806, 191.1066, 191.1067, 191.1069, 218.1538, 218.1539, 268.1904, 268.1908, 268.1909, 268.191, 268.1911, 268.1912, 268.1923]",34
CC(C)NCC(COc1cccc2c1cccc2)O,CAS_RN: 525-66-6,DTXSID6023525,260.1659:74.0597:72.0803;260.1645:116.107:183.0805;183.0805:116.107:157.0647|260.1646:116.1068|260.1647:116.1069:183.0803|116.1069:183.0803:260.1645|155.0855:116.1069:74.0601|155.0855:74.06:129.0698|155.0603:129.0698:74.0601|260.1646:116.1068|260.1647:116.107:183.0804|116.1069:183.0803:260.1639|155.0854:74.06:116.1069|155.0854:74.06:129.0697|129.0698:155.0602:56.0494|183.0804:116.107:157.0648,0,0,"[56.0494, 72.0803, 74.0597, 74.06, 74.0601, 116.1068, 116.1069, 116.107, 129.0697, 129.0698, 155.0602, 155.0603, 155.0854, 155.0855, 157.0647, 157.0648, 183.0803, 183.0804, 183.0805, 260.1639, 260.1645, 260.1646, 260.1647, 260.1659]",24
C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N,CAS_RN: 396-01-0,DTXSID6021373,254.1146:237.0881:255.1168|237.0883:195.0663:168.0552|141.044:168.055:195.0663;254.1149|254.1149:237.0875|254.115:237.0886:212.0932|237.0884:254.115:195.0667|237.0885:104.0495:195.0667|104.0495:168.0557:141.0448|104.0495:141.0448:116.0495|89.0386:104.0495:95.0492|89.0386:63.023:95.0492,0,0,"[63.023, 89.0386, 95.0492, 104.0495, 116.0495, 141.044, 141.0448, 168.055, 168.0552, 168.0557, 195.0663, 195.0667, 212.0932, 237.0875, 237.0881, 237.0883, 237.0884, 237.0885, 237.0886, 254.1146, 254.1149, 254.115, 255.1168]",23
CC1Cc2ccccc2N1NC(=O)c3ccc(c(c3)S(=O)(=O)N)Cl,CAS_RN: 26807-65-8,DTXSID7044633,132.0803:366.0668:368.0651|133.0803:117.0533:234.9879|117.0568:133.0846:118.0639|132.0804:117.0565:118.0625|132.0803:117.0564:118.0632;132.0807:366.0675:234.9939|132.0808:117.0573:91.0542|132.0808:91.0542:117.0573|91.0542:132.0808:117.0573|91.0542:117.0573:132.0808|91.0542:117.0573:65.0386|65.0386:91.0542:117.0573|65.0386:89.0386:91.0542|89.0386:65.0386:63.023,0,1,"[63.023, 65.0386, 89.0386, 91.0542, 117.0533, 117.0564, 117.0565, 117.0568, 117.0573, 118.0625, 118.0632, 118.0639, 132.0803, 132.0804, 132.0807, 132.0808, 133.0803, 133.0846, 234.9879, 234.9939, 366.0668, 366.0675, 368.0651]",23
CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,CAS_RN: 137862-53-4,,436.2346:418.2243:408.228|207.0926:235.0985:291.1507|207.0909:235.0967:291.1485|207.0907:180.0796:190.0641|207.0909:180.0798:178.0766|235.0966:291.1492:306.1703;207.0917:235.0977:291.1492;418.2236:408.2286:306.1715|235.0977:291.1493:306.1715|207.0917:235.0977:291.1492|207.0917:180.0808:190.0651|207.0917:180.0808:190.0651|180.0808:190.0652:178.0778|190.0652:152.062:205.0761|235.0978:291.1492:306.1714|207.0917:235.0977:291.1493|207.0917:180.0808:190.0652|207.0917:180.0808:190.0652|180.0807:190.0651:178.0777|205.076:190.0651:152.062|418.2234:408.2283:362.2227,0,0,"[152.062, 178.0766, 178.0777, 178.0778, 180.0796, 180.0798, 180.0807, 180.0808, 190.0641, 190.0651, 190.0652, 205.076, 205.0761, 207.0907, 207.0909, 207.0917, 207.0926, 235.0966, 235.0967, 235.0977, 235.0978, 235.0985, 291.1485, 291.1492, 291.1493, 291.1507, 306.1703, 306.1714, 306.1715, 362.2227, 408.228, 408.2283, 408.2286, 418.2234, 418.2236, 418.2243, 436.2346]",37
CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(=O)O,CAS_RN: 137862-53-4,,436.2346:418.2243:408.228|207.0926:235.0985:291.1507|207.0909:235.0967:291.1485|207.0907:180.0796:190.0641|207.0909:180.0798:178.0766|235.0966:291.1492:306.1703;207.0917:235.0977:291.1492;418.2236:408.2286:306.1715|235.0977:291.1493:306.1715|207.0917:235.0977:291.1492|207.0917:180.0808:190.0651|207.0917:180.0808:190.0651|180.0808:190.0652:178.0778|190.0652:152.062:205.0761|235.0978:291.1492:306.1714|207.0917:235.0977:291.1493|207.0917:180.0808:190.0652|207.0917:180.0808:190.0652|180.0807:190.0651:178.0777|205.076:190.0651:152.062|418.2234:408.2283:362.2227,0,0,"[152.062, 178.0766, 178.0777, 178.0778, 180.0796, 180.0798, 180.0807, 180.0808, 190.0641, 190.0651, 190.0652, 205.076, 205.0761, 207.0907, 207.0909, 207.0917, 207.0926, 235.0966, 235.0967, 235.0977, 235.0978, 235.0985, 291.1485, 291.1492, 291.1493, 291.1507, 306.1703, 306.1714, 306.1715, 362.2227, 408.228, 408.2283, 408.2286, 418.2234, 418.2236, 418.2243, 436.2346]",37
Cc1cnc(c(c1OC)C)CS(=O)c2[nH]c3ccc(cc3n2)OC,CAS_RN: 73590-58-6,DTXSID6021080,198.058:346.1221:168.1017|198.052:151.094:168.0963|136.0751:151.0986:198.058|136.0752:180.0472:151.0986|136.075:150.0908:180.0473;198.0586:136.0758:151.0994,0,0,"[136.075, 136.0751, 136.0752, 136.0758, 150.0908, 151.094, 151.0986, 151.0994, 168.0963, 168.1017, 180.0472, 180.0473, 198.052, 198.058, 198.0586, 346.1221]",16
Cn1c2c(c(=O)n(c1=O)C)nc[nH]2,CAS_RN: 111079-49-3,DTXSID5021336,181.0723:124.0501:142.0611;181.0719:124.0505:96.0556;181.0721:124.0507:96.0556|181.0721:124.0507:96.0557|181.0721:124.0506:96.0557|124.0507:181.0721:96.0557|124.0507:96.0557:69.0447|69.0448:124.0507:96.0557|69.0448:96.0557:109.0272|69.0448:54.0213:109.0272|69.0448:54.0213:67.0291,0,0,"[54.0213, 67.0291, 69.0447, 69.0448, 96.0556, 96.0557, 109.0272, 124.0501, 124.0505, 124.0506, 124.0507, 142.0611, 181.0719, 181.0721, 181.0723]",15
CNC(=C[N+](=O)[O-])NCCSCc1ccc(o1)CN(C)C,CAS_RN: 66357-35-5,DTXSID8045191,176.0494:98.0842:130.0563|176.0478:224.0972:270.0902|130.0551:176.048:125.0048|125.0048:130.0551:148.0747|125.0049:148.0745:135.0907|315.1491:270.0907:176.0478,0,0,"[98.0842, 125.0048, 125.0049, 130.0551, 130.0563, 135.0907, 148.0745, 148.0747, 176.0478, 176.048, 176.0494, 224.0972, 270.0902, 270.0907, 315.1491]",15
CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O,CAS_RN: 66357-35-5,,270.0906:176.0488:124.0756|315.1486:176.0484:270.0904|176.0488:130.0559:124.0756|176.0487:125.0055:102.0372|102.0372:125.0056:130.0558|102.0372:125.0055:81.0335|102.0371:81.0334:97.0759|315.1486:176.0486:270.0904|176.0488:130.0559:124.0757|176.0488:102.0372:125.0056|102.0372:125.0056:130.0558|102.0372:125.0056:81.0335|102.0372:81.0335:97.076|270.0908:176.0488:124.0757;102.0376:125.006:130.0564|102.0376:125.0061:81.0338|270.092:176.0497:124.0763|270.092:176.0497:124.0762,0,0,"[81.0334, 81.0335, 81.0338, 97.0759, 97.076, 102.0371, 102.0372, 102.0376, 124.0756, 124.0757, 124.0762, 124.0763, 125.0055, 125.0056, 125.006, 125.0061, 130.0558, 130.0559, 130.0564, 176.0484, 176.0486, 176.0487, 176.0488, 176.0497, 270.0904, 270.0906, 270.0908, 270.092, 315.1486]",29
COC1=CC(=CC=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,CAS_RN: 27203-92-5,DTXSID90858931,264.1957:246.1839|264.1954:246.1839:201.1268|159.0794:121.0635:173.0939|121.0644:159.0795:144.0561|121.0648:144.0569:128.0611;246.1851|264.1959:58.0651:246.1851|58.0652:264.196:246.1851|58.0651:56.0494|58.0651:121.0646|58.0651:121.0646|58.0652:121.0651|264.1961:58.0652:246.185|58.0651:264.1962:246.185|58.0651:264.1956:246.186|58.0651:56.0495:121.0648|58.0651:121.0648|58.0651:121.0647:56.0494|246.185;246.1855:187.1115|246.1855:187.1119,0,0,"[56.0494, 56.0495, 58.0651, 58.0652, 121.0635, 121.0644, 121.0646, 121.0647, 121.0648, 121.0651, 128.0611, 144.0561, 144.0569, 159.0794, 159.0795, 173.0939, 187.1115, 187.1119, 201.1268, 246.1839, 246.185, 246.1851, 246.1855, 246.186, 264.1954, 264.1956, 264.1957, 264.1959, 264.196, 264.1961, 264.1962]",31
c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N,CAS_RN: 298-46-4,DTXSID4022731,237.102:238.1052:194.0964|194.0963:237.1021:192.0806|194.0958:193.0873:195.0994|194.0958:193.0882:192.0804|193.088:192.0803:165.0693;194.0963:220.0754:192.0807|237.1022:194.0961:192.0808|237.1022:194.0964:192.0807|194.0964:192.0807:237.1021|194.0963:192.0806:193.0883|194.0962:192.0807:193.0883|193.0884:194.0962:179.0728|237.1021:194.0961:192.0807|237.1022:194.0963:192.0806|194.0963:192.0806:237.1019|194.0964:192.0807:193.0885|194.0963:192.0806:193.0884|193.0884:194.0962:179.0727|194.0963:220.0754:192.0806;194.0965:220.076:192.0811|194.0964:220.0754:192.0809,0,0,"[165.0693, 179.0727, 179.0728, 192.0803, 192.0804, 192.0806, 192.0807, 192.0808, 192.0809, 192.0811, 193.0873, 193.088, 193.0882, 193.0883, 193.0884, 193.0885, 194.0958, 194.0961, 194.0962, 194.0963, 194.0964, 194.0965, 195.0994, 220.0754, 220.076, 237.1019, 237.102, 237.1021, 237.1022, 238.1052]",30
CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,CAS_RN: 50-53-3,DTXSID0022808,319.0999:320.1022:246.0075|246.014:239.0766:248.0111|214.0418:246.014:239.0764|214.0416:211.0448:216.0392,0,1,"[211.0448, 214.0416, 214.0418, 216.0392, 239.0764, 239.0766, 246.0075, 246.014, 248.0111, 319.0999, 320.1022]",11
c1cc(ccc1C(=O)CCCN2CCC(CC2)(c3ccc(cc3)Cl)O)F,CAS_RN: 52-86-8,DTXSID4034150,376.1476:378.1446:377.151|376.1402:165.0656:377.1438|165.0703:123.0235:166.0738|165.0707:123.0238:166.074|123.0233:165.0702:124.0269;376.1476:358.1371:165.0709|165.071:376.1476:358.137|165.0711:123.0241:358.1371|123.024:165.0711:113.0397|123.0241:123.0349:165.0711|123.0241:123.0351:113.0397|123.0352:113.0397:123.0242|75.0229:123.0353:113.0397|75.0229:74.0151:123.0353,0,1,"[74.0151, 75.0229, 113.0397, 123.0233, 123.0235, 123.0238, 123.024, 123.0241, 123.0242, 123.0349, 123.0351, 123.0352, 123.0353, 124.0269, 165.0656, 165.0702, 165.0703, 165.0707, 165.0709, 165.071, 165.0711, 166.0738, 166.074, 358.137, 358.1371, 376.1402, 376.1476, 377.1438, 377.151, 378.1446]",30
C/C(=N\c1ccc(cc1)O)/O,CAS_RN: 103-90-2,DTXSID2020006,152.0716:110.0622:65.0389;152.0706:110.06:93.0335;152.0705:110.06:93.0335;152.0707:110.0601:134.0601|152.0708:110.06|152.0707:110.0601:134.0603|152.0707:110.0601:134.0602|110.0601:152.0706:92.0495|110.0601:65.0386:93.0335|110.0601:65.0386:93.0335|152.0707:110.06|152.0706:110.0601:65.0384|152.0706:110.0601:134.06|110.0601:152.0706:65.0386|110.0601:65.0386:93.0335|110.06:65.0386:92.0495|152.0706:110.06:134.06;110.06:152.0707:92.0495|110.06:92.0495:93.0336|110.0601:134.0602:152.0709|110.06:134.0602:111.0443,0,0,"[65.0384, 65.0386, 65.0389, 92.0495, 93.0335, 93.0336, 110.06, 110.0601, 110.0622, 111.0443, 134.06, 134.0601, 134.0602, 134.0603, 152.0705, 152.0706, 152.0707, 152.0708, 152.0709, 152.0716]",20
CN(C)C(=N)NC(=N)N,CAS_RN: 657-24-9,DTXSID2023270,71.0606:60.0556:130.1092|130.1082:113.083|130.1079:113.0818;60.0558:130.1087:71.0604;130.1088:60.0556:85.0509|130.1089:60.0557:85.0511|130.1088:60.0557:85.0509|130.1088:60.0557:71.0604|60.0557:71.0604:130.1088|71.0604:60.0556:85.0509|71.0604:60.0556:85.0509|130.1088:60.0556:85.0508|130.1088:60.0557:85.0509|130.1088:60.0557:71.0604|60.0556:130.1088:71.0604|71.0604:60.0557:85.0509|71.0604:60.0557:85.0509|130.1088:60.0557:85.051;60.0557:130.1087:71.0605|71.0604:60.0558:46.0648|71.0605:43.0287:68.0243;130.1092:71.0606:88.0873|71.0606:88.0873:85.0512|60.0557:85.0513:113.0826|60.0557:85.0512:113.0826,0,0,"[43.0287, 46.0648, 60.0556, 60.0557, 60.0558, 68.0243, 71.0604, 71.0605, 71.0606, 85.0508, 85.0509, 85.051, 85.0511, 85.0512, 85.0513, 88.0873, 113.0818, 113.0826, 113.083, 130.1079, 130.1082, 130.1087, 130.1088, 130.1089, 130.1092]",25
CN(C)C(=N)N=C(N)N,CAS_RN: 657-24-9,DTXSID2023270,71.0606:60.0556:130.1092|130.1082:113.083|130.1079:113.0818;60.0558:130.1087:71.0604;130.1088:60.0556:85.0509|130.1089:60.0557:85.0511|130.1088:60.0557:85.0509|130.1088:60.0557:71.0604|60.0557:71.0604:130.1088|71.0604:60.0556:85.0509|71.0604:60.0556:85.0509|130.1088:60.0556:85.0508|130.1088:60.0557:85.0509|130.1088:60.0557:71.0604|60.0556:130.1088:71.0604|71.0604:60.0557:85.0509|71.0604:60.0557:85.0509|130.1088:60.0557:85.051;60.0557:130.1087:71.0605|71.0604:60.0558:46.0648|71.0605:43.0287:68.0243;130.1092:71.0606:88.0873|71.0606:88.0873:85.0512|60.0557:85.0513:113.0826|60.0557:85.0512:113.0826,0,0,"[43.0287, 46.0648, 60.0556, 60.0557, 60.0558, 68.0243, 71.0604, 71.0605, 71.0606, 85.0508, 85.0509, 85.051, 85.0511, 85.0512, 85.0513, 88.0873, 113.0818, 113.0826, 113.083, 130.1079, 130.1082, 130.1087, 130.1088, 130.1089, 130.1092]",25
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,CAS_RN: 79902-63-9,DTXSID0023581,285.1851:199.1482:303.1966|199.1445:173.1297:243.1707|199.1484:173.132:225.1645|199.1479:173.1333:225.163|143.0842:173.1322:199.1474;199.1478:285.1846:243.1741|199.1478:225.1634:173.1322|199.1478:173.1322:143.0854|143.0854:199.1478:173.1322|143.0854:131.0853:105.0697|143.0854:128.0618:105.0697,0,0,"[105.0697, 128.0618, 131.0853, 143.0842, 143.0854, 173.1297, 173.132, 173.1322, 173.1333, 199.1445, 199.1474, 199.1478, 199.1479, 199.1482, 199.1484, 225.163, 225.1634, 225.1645, 243.1707, 243.1741, 285.1846, 285.1851, 303.1966]",23
CC(C)c1c(c(c(n1CC[C@H](C[C@H](CC(=O)O)O)O)c2ccc(cc2)F)c3ccccc3)/C(=N/c4ccccc4)/O,CAS_RN: 134523-03-8,DTXSID8029868,440.2282:441.2316:292.1528|559.2646:440.2268:560.2674|440.2273:441.2301:422.2159|440.2266:292.1519:250.1043|250.1051:276.1209:292.1524|559.2646:560.2674:561.2694;250.1027:440.2234:559.2605;440.2237:466.2025:422.2125|559.2603:440.2237:466.202|440.2232:292.1497:422.2125|250.1027:276.1183:292.1497|250.1029:276.1186:249.0949|250.1027:276.1184:248.087|248.087:250.1027:235.0794|559.2597:440.2227:466.2025|440.2231:292.1496:422.2127|250.1027:276.1183:292.1496|250.1027:276.1184:249.0949|250.1027:276.1184:248.0869|248.087:235.0791:250.1026|440.2232:466.2022:422.2125,0,0,"[235.0791, 235.0794, 248.0869, 248.087, 249.0949, 250.1026, 250.1027, 250.1029, 250.1043, 250.1051, 276.1183, 276.1184, 276.1186, 276.1209, 292.1496, 292.1497, 292.1519, 292.1524, 292.1528, 422.2125, 422.2127, 422.2159, 440.2227, 440.2231, 440.2232, 440.2234, 440.2237, 440.2266, 440.2268, 440.2273, 440.2282, 441.2301, 441.2316, 466.202, 466.2022, 466.2025, 559.2597, 559.2603, 559.2605, 559.2646, 560.2674, 561.2694]",42
CC(C)c1c(c(c(n1CC[C@H](C[C@H](CC(=O)O)O)O)c2ccc(cc2)F)c3ccccc3)/C(=N/c4ccccc4)/O,CAS_RN: 134523-00-5,DTXSID8029868,440.2282:441.2316:292.1528|559.2646:440.2268:560.2674|440.2273:441.2301:422.2159|440.2266:292.1519:250.1043|250.1051:276.1209:292.1524|559.2646:560.2674:561.2694;250.1027:440.2234:559.2605;440.2237:466.2025:422.2125|559.2603:440.2237:466.202|440.2232:292.1497:422.2125|250.1027:276.1183:292.1497|250.1029:276.1186:249.0949|250.1027:276.1184:248.087|248.087:250.1027:235.0794|559.2597:440.2227:466.2025|440.2231:292.1496:422.2127|250.1027:276.1183:292.1496|250.1027:276.1184:249.0949|250.1027:276.1184:248.0869|248.087:235.0791:250.1026|440.2232:466.2022:422.2125,0,0,"[235.0791, 235.0794, 248.0869, 248.087, 249.0949, 250.1026, 250.1027, 250.1029, 250.1043, 250.1051, 276.1183, 276.1184, 276.1186, 276.1209, 292.1496, 292.1497, 292.1519, 292.1524, 292.1528, 422.2125, 422.2127, 422.2159, 440.2227, 440.2231, 440.2232, 440.2234, 440.2237, 440.2266, 440.2268, 440.2273, 440.2282, 441.2301, 441.2316, 466.202, 466.2022, 466.2025, 559.2597, 559.2603, 559.2605, 559.2646, 560.2674, 561.2694]",42
CC(C)c1c(c(c(n1CC[C@H](C[C@H](CC(=O)O)O)O)c2ccc(cc2)F)c3ccccc3)/C(=N/c4ccccc4)/O,CAS_RN: 134523-00-5,DTXSID8029868,440.2282:441.2316:292.1528|559.2646:440.2268:560.2674|440.2273:441.2301:422.2159|440.2266:292.1519:250.1043|250.1051:276.1209:292.1524|559.2646:560.2674:561.2694;250.1027:440.2234:559.2605;440.2237:466.2025:422.2125|559.2603:440.2237:466.202|440.2232:292.1497:422.2125|250.1027:276.1183:292.1497|250.1029:276.1186:249.0949|250.1027:276.1184:248.087|248.087:250.1027:235.0794|559.2597:440.2227:466.2025|440.2231:292.1496:422.2127|250.1027:276.1183:292.1496|250.1027:276.1184:249.0949|250.1027:276.1184:248.0869|248.087:235.0791:250.1026|440.2232:466.2022:422.2125,0,0,"[235.0791, 235.0794, 248.0869, 248.087, 249.0949, 250.1026, 250.1027, 250.1029, 250.1043, 250.1051, 276.1183, 276.1184, 276.1186, 276.1209, 292.1496, 292.1497, 292.1519, 292.1524, 292.1528, 422.2125, 422.2127, 422.2159, 440.2227, 440.2231, 440.2232, 440.2234, 440.2237, 440.2266, 440.2268, 440.2273, 440.2282, 441.2301, 441.2316, 466.202, 466.2022, 466.2025, 559.2597, 559.2603, 559.2605, 559.2646, 560.2674, 561.2694]",42
CCOP(=S)(OCC)Oc1ccc2c(c(c(=O)oc2c1)Cl)C,CAS_RN: 56-72-4,DTXSID2020347,363.0212:365.0192:364.0254|363.0226:306.9508:226.9867|226.9929:228.9897:306.9594|226.9926:228.9897:211.0155|226.9924:211.0156:225.9848,0,1,"[211.0155, 211.0156, 225.9848, 226.9867, 226.9924, 226.9926, 226.9929, 228.9897, 306.9508, 306.9594, 363.0212, 363.0226, 364.0254, 365.0192]",14
Cc1ccsc1/C=C/C2=NCCCN2C,CAS_RN: 20574-50-9,DTXSID9048562,221.1118:222.1141:164.0529|123.0208:164.0468:150.0315|123.0208:150.0326:164.0469,0,0,"[123.0208, 150.0315, 150.0326, 164.0468, 164.0469, 164.0529, 221.1118, 222.1141]",8
Cc1ccsc1/C=C/C2=NCCCN2C,CAS_RN: 26155-31-7,DTXSID9048562,221.1118:222.1141:164.0529|123.0208:164.0468:150.0315|123.0208:150.0326:164.0469,0,0,"[123.0208, 150.0315, 150.0326, 164.0468, 164.0469, 164.0529, 221.1118, 222.1141]",8
